elo,name,date,year,color,id,Master_id
1493.6611493058329,Aston Villa,2020-11-01T12:00:00Z,2020-21,#670E36,2.0,1.0
1590.5977655512966,Southampton,2020-11-01T12:00:00Z,2020-21,#D71920,16.0,21.0
1487.857542067026,Newcastle,2020-11-01T14:00:00Z,2020-21,#241F20,14.0,17.0
1523.7794396517725,Everton,2020-11-01T14:00:00Z,2020-21,#003399,7.0,8.0
1569.9072517315835,Man Utd,2020-11-01T16:30:00Z,2020-21,#DA291C,13.0,16.0
1572.3462449670703,Arsenal,2020-11-01T16:30:00Z,2020-21,#EF0107,1.0,0.0
1607.191647617696,Spurs,2020-11-01T19:15:00Z,2020-21,#132257,17.0,22.0
1427.6841887629193,Brighton,2020-11-01T19:15:00Z,2020-21,#0057B8,3.0,4.0
1416.4217087653246,Fulham,2020-11-02T17:30:00Z,2020-21,#CC0000,8.0,9.0
1411.4219823640494,West Brom,2020-11-02T17:30:00Z,2020-21,#122F67,18.0,24.0
1517.575740614657,Leeds,2020-11-02T20:00:00Z,2020-21,#FFCD00,10.0,11.0
1562.272149898871,Leicester,2020-11-02T20:00:00Z,2020-21,#003090,9.0,12.0
1427.4069280272154,Brighton,2020-11-06T17:30:00Z,2020-21,#0057B8,3.0,4.0
1424.1080816663398,Burnley,2020-11-06T17:30:00Z,2020-21,#6C1D45,4.0,5.0
1608.4132178192813,Southampton,2020-11-06T20:00:00Z,2020-21,#D71920,16.0,21.0
1470.0420897990414,Newcastle,2020-11-06T20:00:00Z,2020-21,#241F20,14.0,17.0
1502.0792368363902,Everton,2020-11-07T12:30:00Z,2020-21,#003399,7.0,8.0
1591.6074545469658,Man Utd,2020-11-07T12:30:00Z,2020-21,#DA291C,13.0,16.0
1470.511763524967,Crystal Palace,2020-11-07T15:00:00Z,2020-21,#1B458F,6.0,7.0
1487.0861879839495,Leeds,2020-11-07T15:00:00Z,2020-21,#FFCD00,10.0,11.0
1606.0921207959282,Chelsea,2020-11-07T17:30:00Z,2020-21,#034694,5.0,6.0
1382.680693682084,Sheffield Utd,2020-11-07T17:30:00Z,2020-21,#EE2737,15.0,20.0
1509.4595220779684,West Ham,2020-11-07T20:00:00Z,2020-21,#7A263A,19.0,25.0
1396.6143972571058,Fulham,2020-11-07T20:00:00Z,2020-21,#CC0000,8.0,9.0
1399.1856768395382,West Brom,2020-11-08T12:00:00Z,2020-21,#122F67,18.0,24.0
1619.4279531422071,Spurs,2020-11-08T12:00:00Z,2020-21,#132257,17.0,22.0
1588.136821455405,Leicester,2020-11-08T14:00:00Z,2020-21,#003090,9.0,12.0
1548.428980191647,Wolves,2020-11-08T14:00:00Z,2020-21,#FDB913,20.0,26.0
1662.361945186417,Man City,2020-11-08T16:30:00Z,2020-21,#6CABDD,12.0,15.0
1723.5387253239037,Liverpool,2020-11-08T16:30:00Z,2020-21,#C8102E,11.0,13.0
1541.7792511804205,Arsenal,2020-11-08T19:15:00Z,2020-21,#EF0107,1.0,0.0
1524.2281430924827,Aston Villa,2020-11-08T19:15:00Z,2020-21,#670E36,2.0,1.0
1454.3602027416243,Newcastle,2020-11-21T12:30:00Z,2020-21,#241F20,14.0,17.0
1621.7740078533452,Chelsea,2020-11-21T12:30:00Z,2020-21,#034694,5.0,6.0
1492.4362115336749,Aston Villa,2020-11-21T15:00:00Z,2020-21,#670E36,2.0,1.0
1459.1988595860232,Brighton,2020-11-21T15:00:00Z,2020-21,#0057B8,3.0,4.0
1647.5016723436627,Spurs,2020-11-21T17:30:00Z,2020-21,#132257,17.0,22.0
1634.2882259849614,Man City,2020-11-21T17:30:00Z,2020-21,#6CABDD,12.0,15.0
1604.0227422039184,Man Utd,2020-11-21T20:00:00Z,2020-21,#DA291C,13.0,16.0
1386.7703891825856,West Brom,2020-11-21T20:00:00Z,2020-21,#122F67,18.0,24.0
1378.978397167789,Fulham,2020-11-22T12:00:00Z,2020-21,#CC0000,8.0,9.0
1519.7152369257071,Everton,2020-11-22T12:00:00Z,2020-21,#003399,7.0,8.0
1366.418736478486,Sheffield Utd,2020-11-22T14:00:00Z,2020-21,#EE2737,15.0,20.0
1525.7214792815664,West Ham,2020-11-22T14:00:00Z,2020-21,#7A263A,19.0,25.0
1490.9894810900944,Leeds,2020-11-22T16:30:00Z,2020-21,#FFCD00,10.0,11.0
1537.8759580742756,Arsenal,2020-11-22T16:30:00Z,2020-21,#EF0107,1.0,0.0
1739.2607978632325,Liverpool,2020-11-22T19:15:00Z,2020-21,#C8102E,11.0,13.0
1572.4147489160762,Leicester,2020-11-22T19:15:00Z,2020-21,#003090,9.0,12.0
1452.4273813978632,Burnley,2020-11-23T17:30:00Z,2020-21,#6C1D45,4.0,5.0
1442.1924637934435,Crystal Palace,2020-11-23T17:30:00Z,2020-21,#1B458F,6.0,7.0
1552.7028130867707,Wolves,2020-11-23T20:00:00Z,2020-21,#FDB913,20.0,26.0
1604.1393849241576,Southampton,2020-11-23T20:00:00Z,2020-21,#D71920,16.0,21.0
1418.0676452138014,Crystal Palace,2020-11-27T20:00:00Z,2020-21,#1B458F,6.0,7.0
1478.4850213212665,Newcastle,2020-11-27T20:00:00Z,2020-21,#241F20,14.0,17.0
1475.8844548470631,Brighton,2020-11-28T12:30:00Z,2020-21,#0057B8,3.0,4.0
1722.5752026021926,Liverpool,2020-11-28T12:30:00Z,2020-21,#C8102E,11.0,13.0
1647.2795062063599,Man City,2020-11-28T15:00:00Z,2020-21,#6CABDD,12.0,15.0
1439.4361011764647,Burnley,2020-11-28T15:00:00Z,2020-21,#6C1D45,4.0,5.0
1492.652949680594,Everton,2020-11-28T17:30:00Z,2020-21,#003399,7.0,8.0
1518.0517683352075,Leeds,2020-11-28T17:30:00Z,2020-21,#FFCD00,10.0,11.0
1410.3076426809919,West Brom,2020-11-28T20:00:00Z,2020-21,#122F67,18.0,24.0
1342.8814829800797,Sheffield Utd,2020-11-28T20:00:00Z,2020-21,#EE2737,15.0,20.0
1579.130991806072,Southampton,2020-11-29T14:00:00Z,2020-21,#D71920,16.0,21.0
1629.031135322004,Man Utd,2020-11-29T14:00:00Z,2020-21,#DA291C,13.0,16.0
1623.6218857918882,Chelsea,2020-11-29T16:30:00Z,2020-21,#034694,5.0,6.0
1645.6537944051197,Spurs,2020-11-29T16:30:00Z,2020-21,#132257,17.0,22.0
1513.94218887082,Arsenal,2020-11-29T19:15:00Z,2020-21,#EF0107,1.0,0.0
1576.6365822902262,Wolves,2020-11-29T19:15:00Z,2020-21,#FDB913,20.0,26.0
1534.775611592004,Leicester,2020-11-30T17:30:00Z,2020-21,#003090,9.0,12.0
1416.617534491861,Fulham,2020-11-30T17:30:00Z,2020-21,#CC0000,8.0,9.0
1548.3337123743675,West Ham,2020-11-30T20:00:00Z,2020-21,#7A263A,19.0,25.0
1469.8239784408738,Aston Villa,2020-11-30T20:00:00Z,2020-21,#670E36,2.0,1.0
1443.2356933175688,Burnley,2020-12-05T12:30:00Z,2020-21,#6C1D45,4.0,5.0
1488.85335753949,Everton,2020-12-05T12:30:00Z,2020-21,#003399,7.0,8.0
1657.75570587849,Man City,2020-12-05T15:00:00Z,2020-21,#6CABDD,12.0,15.0
1406.141334819731,Fulham,2020-12-05T15:00:00Z,2020-21,#CC0000,8.0,9.0
1529.038145927153,West Ham,2020-12-05T17:30:00Z,2020-21,#7A263A,19.0,25.0
1648.3267017692185,Man Utd,2020-12-05T17:30:00Z,2020-21,#DA291C,13.0,16.0
1641.250968426534,Chelsea,2020-12-05T20:00:00Z,2020-21,#034694,5.0,6.0
1500.4226857005617,Leeds,2020-12-05T20:00:00Z,2020-21,#FFCD00,10.0,11.0
1385.8659269169152,West Brom,2020-12-06T12:00:00Z,2020-21,#122F67,18.0,24.0
1442.509360977878,Crystal Palace,2020-12-06T12:00:00Z,2020-21,#1B458F,6.0,7.0
1330.4378271925957,Sheffield Utd,2020-12-06T14:15:00Z,2020-21,#EE2737,15.0,20.0
1547.219267379488,Leicester,2020-12-06T14:15:00Z,2020-21,#003090,9.0,12.0
1661.6057306609064,Spurs,2020-12-06T16:30:00Z,2020-21,#132257,17.0,22.0
1497.9902526150333,Arsenal,2020-12-06T16:30:00Z,2020-21,#EF0107,1.0,0.0
1737.6509916549762,Liverpool,2020-12-06T19:15:00Z,2020-21,#C8102E,11.0,13.0
1561.5607932374426,Wolves,2020-12-06T19:15:00Z,2020-21,#FDB913,20.0,26.0
1458.1024118724672,Brighton,2020-12-07T20:00:00Z,2020-21,#0057B8,3.0,4.0
1596.9130347806679,Southampton,2020-12-07T20:00:00Z,2020-21,#D71920,16.0,21.0
1477.477090338505,Leeds,2020-12-11T20:00:00Z,2020-21,#FFCD00,10.0,11.0
1551.9837412892098,West Ham,2020-12-11T20:00:00Z,2020-21,#7A263A,19.0,25.0
1530.1090388612404,Wolves,2020-12-12T12:30:00Z,2020-21,#FDB913,20.0,26.0
1501.275732817076,Aston Villa,2020-12-12T12:30:00Z,2020-21,#670E36,2.0,1.0
1496.9740488822981,Newcastle,2020-12-12T15:00:00Z,2020-21,#241F20,14.0,17.0
1367.3768993558836,West Brom,2020-12-12T15:00:00Z,2020-21,#122F67,18.0,24.0
1649.0050066340934,Man Utd,2020-12-12T17:30:00Z,2020-21,#DA291C,13.0,16.0
1657.0774010136151,Man City,2020-12-12T17:30:00Z,2020-21,#6CABDD,12.0,15.0
1524.1661785893484,Everton,2020-12-12T20:00:00Z,2020-21,#003399,7.0,8.0
1605.9381473766755,Chelsea,2020-12-12T20:00:00Z,2020-21,#034694,5.0,6.0
1605.78382563031,Southampton,2020-12-13T12:00:00Z,2020-21,#D71920,16.0,21.0
1321.5670363429535,Sheffield Utd,2020-12-13T12:00:00Z,2020-21,#EE2737,15.0,20.0
1456.4711643499702,Crystal Palace,2020-12-13T14:15:00Z,2020-21,#1B458F,6.0,7.0
1647.6439272888142,Spurs,2020-12-13T14:15:00Z,2020-21,#132257,17.0,22.0
1424.6828661548038,Fulham,2020-12-13T16:30:00Z,2020-21,#CC0000,8.0,9.0
1719.1094603199033,Liverpool,2020-12-13T16:30:00Z,2020-21,#C8102E,11.0,13.0
1469.0826424968054,Arsenal,2020-12-13T19:15:00Z,2020-21,#EF0107,1.0,0.0
1472.1433034357967,Burnley,2020-12-13T19:15:00Z,2020-21,#6C1D45,4.0,5.0
1565.943818434825,Leicester,2020-12-13T19:15:00Z,2020-21,#003090,9.0,12.0
1439.37786081713,Brighton,2020-12-13T19:15:00Z,2020-21,#0057B8,3.0,4.0
1560.4803643119726,Wolves,2020-12-15T18:00:00Z,2020-21,#FDB913,20.0,26.0
1575.5668219259433,Chelsea,2020-12-15T18:00:00Z,2020-21,#034694,5.0,6.0
1640.0142873898826,Man City,2020-12-15T20:00:00Z,2020-21,#6CABDD,12.0,15.0
1384.440012979616,West Brom,2020-12-15T20:00:00Z,2020-21,#122F67,18.0,24.0
1478.4410722442094,Arsenal,2020-12-16T18:00:00Z,2020-21,#EF0107,1.0,0.0
1596.425395882906,Southampton,2020-12-16T18:00:00Z,2020-21,#D71920,16.0,21.0
1503.8785384922473,Leeds,2020-12-16T18:00:00Z,2020-21,#FFCD00,10.0,11.0
1470.5726007285557,Newcastle,2020-12-16T18:00:00Z,2020-21,#241F20,14.0,17.0
1537.9520809285211,Leicester,2020-12-16T18:00:00Z,2020-21,#003090,9.0,12.0
1552.1579160956524,Everton,2020-12-16T18:00:00Z,2020-21,#003399,7.0,8.0
1425.7396259420786,Fulham,2020-12-16T20:00:00Z,2020-21,#CC0000,8.0,9.0
1438.3211010298553,Brighton,2020-12-16T20:00:00Z,2020-21,#0057B8,3.0,4.0
1739.0384197756796,Liverpool,2020-12-16T20:00:00Z,2020-21,#C8102E,11.0,13.0
1627.714967833038,Spurs,2020-12-16T20:00:00Z,2020-21,#132257,17.0,22.0
1545.2791126232546,West Ham,2020-12-16T20:00:00Z,2020-21,#7A263A,19.0,25.0
1463.1757930159254,Crystal Palace,2020-12-16T20:00:00Z,2020-21,#1B458F,6.0,7.0
1499.1843850042399,Aston Villa,2020-12-17T18:00:00Z,2020-21,#670E36,2.0,1.0
1474.2346512486329,Burnley,2020-12-17T18:00:00Z,2020-21,#6C1D45,4.0,5.0
1314.975594363213,Sheffield Utd,2020-12-17T20:00:00Z,2020-21,#EE2737,15.0,20.0
1655.596448613834,Man Utd,2020-12-17T20:00:00Z,2020-21,#DA291C,13.0,16.0
1454.6924697661802,Crystal Palace,2020-12-19T12:30:00Z,2020-21,#1B458F,6.0,7.0
1747.5217430254247,Liverpool,2020-12-19T12:30:00Z,2020-21,#C8102E,11.0,13.0
1574.545515738068,Southampton,2020-12-19T15:00:00Z,2020-21,#D71920,16.0,21.0
1661.8941675347207,Man City,2020-12-19T15:00:00Z,2020-21,#6CABDD,12.0,15.0
1571.9317520097861,Everton,2020-12-19T17:30:00Z,2020-21,#003399,7.0,8.0
1458.6672363300756,Arsenal,2020-12-19T17:30:00Z,2020-21,#EF0107,1.0,0.0
1467.3643959956485,Newcastle,2020-12-19T20:00:00Z,2020-21,#241F20,14.0,17.0
1428.9478306749859,Fulham,2020-12-19T20:00:00Z,2020-21,#CC0000,8.0,9.0
1429.8006694769417,Brighton,2020-12-20T12:00:00Z,2020-21,#0057B8,3.0,4.0
1323.4960259161267,Sheffield Utd,2020-12-20T12:00:00Z,2020-21,#EE2737,15.0,20.0
1596.3959826276894,Spurs,2020-12-20T14:15:00Z,2020-21,#132257,17.0,22.0
1569.2710661338697,Leicester,2020-12-20T14:15:00Z,2020-21,#003090,9.0,12.0
1670.3242461050675,Man Utd,2020-12-20T16:30:00Z,2020-21,#DA291C,13.0,16.0
1489.1507410010138,Leeds,2020-12-20T16:30:00Z,2020-21,#FFCD00,10.0,11.0
1367.4088915635027,West Brom,2020-12-20T19:15:00Z,2020-21,#122F67,18.0,24.0
1516.2155064203532,Aston Villa,2020-12-20T19:15:00Z,2020-21,#670E36,2.0,1.0
1505.316124499801,Burnley,2020-12-21T17:30:00Z,2020-21,#6C1D45,4.0,5.0
1529.3988910608045,Wolves,2020-12-21T17:30:00Z,2020-21,#FDB913,20.0,26.0
1598.3929500350712,Chelsea,2020-12-21T20:00:00Z,2020-21,#034694,5.0,6.0
1522.4529845141267,West Ham,2020-12-21T20:00:00Z,2020-21,#7A263A,19.0,25.0
1576.344092192503,Leicester,2020-12-26T12:30:00Z,2020-21,#003090,9.0,12.0
1663.2512200464341,Man Utd,2020-12-26T12:30:00Z,2020-21,#DA291C,13.0,16.0
1536.8342660175897,Aston Villa,2020-12-26T15:00:00Z,2020-21,#670E36,2.0,1.0
1434.0737101689438,Crystal Palace,2020-12-26T15:00:00Z,2020-21,#1B458F,6.0,7.0
1438.8513672028223,Fulham,2020-12-26T15:00:00Z,2020-21,#CC0000,8.0,9.0
1564.6419792102315,Southampton,2020-12-26T15:00:00Z,2020-21,#D71920,16.0,21.0
1493.2121895327798,Arsenal,2020-12-26T17:30:00Z,2020-21,#EF0107,1.0,0.0
1563.847996832367,Chelsea,2020-12-26T17:30:00Z,2020-21,#034694,5.0,6.0
1674.19655535082,Man City,2020-12-26T20:00:00Z,2020-21,#6CABDD,12.0,15.0
1455.0620081795491,Newcastle,2020-12-26T20:00:00Z,2020-21,#241F20,14.0,17.0
1313.8419564189755,Sheffield Utd,2020-12-26T20:00:00Z,2020-21,#EE2737,15.0,20.0
1581.5858215069372,Everton,2020-12-26T20:00:00Z,2020-21,#003399,7.0,8.0
1515.3130952021797,Leeds,2020-12-27T12:00:00Z,2020-21,#FFCD00,10.0,11.0
1479.153770298635,Burnley,2020-12-27T12:00:00Z,2020-21,#6C1D45,4.0,5.0
1515.9397838521527,West Ham,2020-12-27T14:15:00Z,2020-21,#7A263A,19.0,25.0
1436.3138701389157,Brighton,2020-12-27T14:15:00Z,2020-21,#0057B8,3.0,4.0
1727.5629289836945,Liverpool,2020-12-27T16:30:00Z,2020-21,#C8102E,11.0,13.0
1387.367705605233,West Brom,2020-12-27T16:30:00Z,2020-21,#122F67,18.0,24.0
1534.1608413581384,Wolves,2020-12-27T19:15:00Z,2020-21,#FDB913,20.0,26.0
1591.6340323303557,Spurs,2020-12-27T19:15:00Z,2020-21,#132257,17.0,22.0
1443.7746370530947,Crystal Palace,2020-12-28T15:00:00Z,2020-21,#1B458F,6.0,7.0
1566.643165308352,Leicester,2020-12-28T15:00:00Z,2020-21,#003090,9.0,12.0
1561.9081101638262,Chelsea,2020-12-28T17:30:00Z,2020-21,#034694,5.0,6.0
1538.7741526861305,Aston Villa,2020-12-28T17:30:00Z,2020-21,#670E36,2.0,1.0
1415.37182065726,Brighton,2020-12-29T18:00:00Z,2020-21,#0057B8,3.0,4.0
1514.1542390144355,Arsenal,2020-12-29T18:00:00Z,2020-21,#EF0107,1.0,0.0
1493.0818149410463,Burnley,2020-12-29T18:00:00Z,2020-21,#6C1D45,4.0,5.0
1299.9139117765642,Sheffield Utd,2020-12-29T18:00:00Z,2020-21,#EE2737,15.0,20.0
1561.1603486776723,Southampton,2020-12-29T18:00:00Z,2020-21,#D71920,16.0,21.0
1519.4214143847119,West Ham,2020-12-29T18:00:00Z,2020-21,#7A263A,19.0,25.0
1371.1793479103344,West Brom,2020-12-29T18:00:00Z,2020-21,#122F67,18.0,24.0
1531.5014528970783,Leeds,2020-12-29T18:00:00Z,2020-21,#FFCD00,10.0,11.0
1679.3675084319232,Man Utd,2020-12-29T20:00:00Z,2020-21,#DA291C,13.0,16.0
1518.0445529726494,Wolves,2020-12-29T20:00:00Z,2020-21,#FDB913,20.0,26.0
1471.4415002869246,Newcastle,2020-12-30T20:00:00Z,2020-21,#241F20,14.0,17.0
1711.183436876319,Liverpool,2020-12-30T20:00:00Z,2020-21,#C8102E,11.0,13.0
1552.1598626952166,Everton,2021-01-01T17:30:00Z,2020-21,#003399,7.0,8.0
1548.8473731964325,West Ham,2021-01-01T17:30:00Z,2020-21,#7A263A,19.0,25.0
1694.7692749577996,Man Utd,2021-01-01T20:00:00Z,2020-21,#DA291C,13.0,16.0
1523.372386160254,Aston Villa,2021-01-01T20:00:00Z,2020-21,#670E36,2.0,1.0
1612.3498380907192,Spurs,2021-01-02T12:30:00Z,2020-21,#132257,17.0,22.0
1510.7856471367147,Leeds,2021-01-02T12:30:00Z,2020-21,#FFCD00,10.0,11.0
1458.976679500003,Crystal Palace,2021-01-02T15:00:00Z,2020-21,#1B458F,6.0,7.0
1284.7118693296559,Sheffield Utd,2021-01-02T15:00:00Z,2020-21,#EE2737,15.0,20.0
1422.5519128410847,Brighton,2021-01-02T17:30:00Z,2020-21,#0057B8,3.0,4.0
1510.8644607888248,Wolves,2021-01-02T17:30:00Z,2020-21,#FDB913,20.0,26.0
1355.9233013226146,West Brom,2021-01-02T20:00:00Z,2020-21,#122F67,18.0,24.0
1529.4102856021552,Arsenal,2021-01-02T20:00:00Z,2020-21,#EF0107,1.0,0.0
1453.125361124498,Newcastle,2021-01-03T14:15:00Z,2020-21,#241F20,14.0,17.0
1584.9593044707785,Leicester,2021-01-03T14:15:00Z,2020-21,#003090,9.0,12.0
1544.7178701503722,Chelsea,2021-01-03T16:30:00Z,2020-21,#034694,5.0,6.0
1691.3867953642741,Man City,2021-01-03T16:30:00Z,2020-21,#6CABDD,12.0,15.0
1596.3309852566006,Southampton,2021-01-04T20:00:00Z,2020-21,#D71920,16.0,21.0
1676.0128002973909,Liverpool,2021-01-04T20:00:00Z,2020-21,#C8102E,11.0,13.0
1320.9625215950696,Sheffield Utd,2021-01-12T18:00:00Z,2020-21,#EE2737,15.0,20.0
1416.8747088590844,Newcastle,2021-01-12T18:00:00Z,2020-21,#241F20,14.0,17.0
1481.157591205079,Burnley,2021-01-12T20:15:00Z,2020-21,#6C1D45,4.0,5.0
1706.693498693767,Man Utd,2021-01-12T20:15:00Z,2020-21,#DA291C,13.0,16.0
1488.8219897546433,Wolves,2021-01-12T20:15:00Z,2020-21,#FDB913,20.0,26.0
1574.202333729398,Everton,2021-01-12T20:15:00Z,2020-21,#003399,7.0,8.0
1700.1589025886972,Man City,2021-01-13T18:00:00Z,2020-21,#6CABDD,12.0,15.0
1413.7798056166616,Brighton,2021-01-13T18:00:00Z,2020-21,#0057B8,3.0,4.0
1600.8093240863095,Spurs,2021-01-13T20:15:00Z,2020-21,#132257,17.0,22.0
1450.391881207232,Fulham,2021-01-13T20:15:00Z,2020-21,#CC0000,8.0,9.0
1524.410485756088,Arsenal,2021-01-14T20:00:00Z,2020-21,#EF0107,1.0,0.0
1463.9764793460702,Crystal Palace,2021-01-14T20:00:00Z,2020-21,#1B458F,6.0,7.0
1454.6997891535086,Wolves,2021-01-16T12:30:00Z,2020-21,#FDB913,20.0,26.0
1390.0455019237493,West Brom,2021-01-16T12:30:00Z,2020-21,#122F67,18.0,24.0
1478.9814129559034,Leeds,2021-01-16T15:00:00Z,2020-21,#FFCD00,10.0,11.0
1445.584039797473,Brighton,2021-01-16T15:00:00Z,2020-21,#0057B8,3.0,4.0
1569.037406515169,West Ham,2021-01-16T15:00:00Z,2020-21,#7A263A,19.0,25.0
1460.9675578863423,Burnley,2021-01-16T15:00:00Z,2020-21,#6C1D45,4.0,5.0
1432.0171966102682,Fulham,2021-01-16T17:30:00Z,2020-21,#CC0000,8.0,9.0
1563.092554747336,Chelsea,2021-01-16T17:30:00Z,2020-21,#034694,5.0,6.0
1610.7772706110266,Leicester,2021-01-16T20:00:00Z,2020-21,#003090,9.0,12.0
1570.5130191163526,Southampton,2021-01-16T20:00:00Z,2020-21,#D71920,16.0,21.0
1312.639528797792,Sheffield Utd,2021-01-17T14:00:00Z,2020-21,#EE2737,15.0,20.0
1609.132316883587,Spurs,2021-01-17T14:00:00Z,2020-21,#132257,17.0,22.0
1678.2147334417195,Liverpool,2021-01-17T16:30:00Z,2020-21,#C8102E,11.0,13.0
1704.4915655494383,Man Utd,2021-01-17T16:30:00Z,2020-21,#DA291C,13.0,16.0
1710.3743692383396,Man City,2021-01-17T19:15:00Z,2020-21,#6CABDD,12.0,15.0
1453.7610126964278,Crystal Palace,2021-01-17T19:15:00Z,2020-21,#1B458F,6.0,7.0
1541.910639504196,Arsenal,2021-01-18T20:00:00Z,2020-21,#EF0107,1.0,0.0
1399.3745551109764,Newcastle,2021-01-18T20:00:00Z,2020-21,#241F20,14.0,17.0
1561.2356961532075,West Ham,2021-01-19T18:00:00Z,2020-21,#7A263A,19.0,25.0
1343.5349783658396,West Brom,2021-01-19T18:00:00Z,2020-21,#122F67,18.0,24.0
1607.0765798047883,Leicester,2021-01-19T20:15:00Z,2020-21,#003090,9.0,12.0
1522.6005948163624,Chelsea,2021-01-19T20:15:00Z,2020-21,#034694,5.0,6.0
1713.4330266380362,Man City,2021-01-20T18:00:00Z,2020-21,#6CABDD,12.0,15.0
1510.0982621109151,Aston Villa,2021-01-20T18:00:00Z,2020-21,#670E36,2.0,1.0
1441.0856494516477,Fulham,2021-01-20T20:15:00Z,2020-21,#CC0000,8.0,9.0
1715.9997304493513,Man Utd,2021-01-20T20:15:00Z,2020-21,#DA291C,13.0,16.0
1638.2978201089875,Liverpool,2021-01-21T20:00:00Z,2020-21,#C8102E,11.0,13.0
1518.8725713934823,Burnley,2021-01-21T20:00:00Z,2020-21,#6C1D45,4.0,5.0
1540.9405754812453,Aston Villa,2021-01-23T20:00:00Z,2020-21,#670E36,2.0,1.0
1399.3065195380932,Newcastle,2021-01-23T20:00:00Z,2020-21,#241F20,14.0,17.0
1436.2568583370805,Crystal Palace,2021-01-26T18:00:00Z,2020-21,#1B458F,6.0,7.0
1578.7398505125548,West Ham,2021-01-26T18:00:00Z,2020-21,#7A263A,19.0,25.0
1379.9411602839841,Newcastle,2021-01-26T18:00:00Z,2020-21,#241F20,14.0,17.0
1498.3467722100124,Leeds,2021-01-26T18:00:00Z,2020-21,#FFCD00,10.0,11.0
1543.459549351142,Southampton,2021-01-26T20:15:00Z,2020-21,#D71920,16.0,21.0
1568.9641092694067,Arsenal,2021-01-26T20:15:00Z,2020-21,#EF0107,1.0,0.0
1338.2209257611569,West Brom,2021-01-26T20:15:00Z,2020-21,#122F67,18.0,24.0
1718.7470792427189,Man City,2021-01-26T20:15:00Z,2020-21,#6CABDD,12.0,15.0
1545.4583599443572,Burnley,2021-01-27T18:00:00Z,2020-21,#6C1D45,4.0,5.0
1514.3547869303704,Aston Villa,2021-01-27T18:00:00Z,2020-21,#670E36,2.0,1.0
1517.7760075553886,Chelsea,2021-01-27T18:00:00Z,2020-21,#034694,5.0,6.0
1459.5243764144825,Wolves,2021-01-27T18:00:00Z,2020-21,#FDB913,20.0,26.0
1445.260372678517,Brighton,2021-01-27T19:30:00Z,2020-21,#0057B8,3.0,4.0
1441.4093165706038,Fulham,2021-01-27T19:30:00Z,2020-21,#CC0000,8.0,9.0
1576.5607917471243,Everton,2021-01-27T20:15:00Z,2020-21,#003399,7.0,8.0
1604.718121787062,Leicester,2021-01-27T20:15:00Z,2020-21,#003090,9.0,12.0
1670.4658857240154,Man Utd,2021-01-27T20:15:00Z,2020-21,#DA291C,13.0,16.0
1358.173373523128,Sheffield Utd,2021-01-27T20:15:00Z,2020-21,#EE2737,15.0,20.0
1586.2260278778194,Spurs,2021-01-28T20:00:00Z,2020-21,#132257,17.0,22.0
1661.204109114755,Liverpool,2021-01-28T20:00:00Z,2020-21,#C8102E,11.0,13.0
1538.7519356862902,Everton,2021-01-30T12:30:00Z,2020-21,#003399,7.0,8.0
1417.7500163448183,Newcastle,2021-01-30T12:30:00Z,2020-21,#241F20,14.0,17.0
1462.9285924130422,Crystal Palace,2021-01-30T15:00:00Z,2020-21,#1B458F,6.0,7.0
1432.8526423385208,Wolves,2021-01-30T15:00:00Z,2020-21,#FDB913,20.0,26.0
1724.3214896058903,Man City,2021-01-30T15:00:00Z,2020-21,#6CABDD,12.0,15.0
1352.5989631599566,Sheffield Utd,2021-01-30T15:00:00Z,2020-21,#EE2737,15.0,20.0
1345.4350474163684,West Brom,2021-01-30T15:00:00Z,2020-21,#122F67,18.0,24.0
1434.1951949153922,Fulham,2021-01-30T15:00:00Z,2020-21,#CC0000,8.0,9.0
1576.0668198201777,Arsenal,2021-01-30T17:30:00Z,2020-21,#EF0107,1.0,0.0
1663.3631751732444,Man Utd,2021-01-30T17:30:00Z,2020-21,#DA291C,13.0,16.0
1516.3701784177515,Southampton,2021-01-30T20:00:00Z,2020-21,#D71920,16.0,21.0
1541.444157863761,Aston Villa,2021-01-30T20:00:00Z,2020-21,#670E36,2.0,1.0
1544.763708534353,Chelsea,2021-01-31T12:00:00Z,2020-21,#034694,5.0,6.0
1518.4706589653927,Burnley,2021-01-31T12:00:00Z,2020-21,#6C1D45,4.0,5.0
1572.2945987215649,Leicester,2021-01-31T14:00:00Z,2020-21,#003090,9.0,12.0
1530.7702952755096,Leeds,2021-01-31T14:00:00Z,2020-21,#FFCD00,10.0,11.0
1559.5646581735873,West Ham,2021-01-31T16:30:00Z,2020-21,#7A263A,19.0,25.0
1680.3793014537225,Liverpool,2021-01-31T16:30:00Z,2020-21,#C8102E,11.0,13.0
1479.8814370905104,Brighton,2021-01-31T19:15:00Z,2020-21,#0057B8,3.0,4.0
1551.604963465826,Spurs,2021-01-31T19:15:00Z,2020-21,#132257,17.0,22.0
1377.0835510271265,Sheffield Utd,2021-02-02T18:00:00Z,2020-21,#EE2737,15.0,20.0
1320.9504595491985,West Brom,2021-02-02T18:00:00Z,2020-21,#122F67,18.0,24.0
1467.6111942521964,Wolves,2021-02-02T18:00:00Z,2020-21,#FDB913,20.0,26.0
1541.3082679065021,Arsenal,2021-02-02T18:00:00Z,2020-21,#EF0107,1.0,0.0
1678.375128495488,Man Utd,2021-02-02T20:15:00Z,2020-21,#DA291C,13.0,16.0
